,id,age,salary,experience_years,department,city,performance_score,bonus,working_hours,satisfaction_level,salary_bonus,city_deparment,salary_category
978,979,39.0,89669.0,26.0,IT,Mumbai,1.63,32427.0,43,0.82,8966.9,Mumbai-IT,Medium
979,980,31.0,100199.0,26.0,Finance,Ahmedabad,,16692.0,50,0.55,10019.9,Ahmedabad-Finance,High
980,981,43.0,41754.0,1.0,HR,Delhi,4.52,31625.0,30,0.93,4175.4,Delhi-HR,Low
981,982,45.0,23972.0,12.0,Sales,Delhi,4.63,24918.0,54,0.95,2397.2,Delhi-Sales,Low
982,983,40.0,90831.0,8.0,IT,Bangalore,4.97,41395.0,38,0.07,9083.1,Bangalore-IT,Medium
983,984,31.0,132217.0,35.0,Sales,Bangalore,1.83,41136.0,54,0.46,13221.7,Bangalore-Sales,High
984,985,41.0,61873.0,21.0,IT,Delhi,2.42,49290.0,56,0.61,6187.3,Delhi-IT,Medium
985,986,19.0,114661.0,25.0,Finance,Bangalore,3.68,,53,0.26,11466.1,Bangalore-Finance,High
986,987,62.0,126532.0,11.0,Finance,Mumbai,2.94,,42,0.41,12653.2,Mumbai-Finance,High
987,988,43.0,146267.0,16.0,Marketing,Pune,2.67,19619.0,55,0.68,14626.7,Pune-Marketing,High
988,989,31.0,29903.0,13.0,Sales,Pune,2.43,,58,0.23,2990.3,Pune-Sales,Low
989,990,68.0,,13.0,IT,Mumbai,3.38,33710.0,48,0.6,,Mumbai-IT,
990,991,24.0,,33.0,Finance,Pune,3.3,37388.0,46,0.7,,Pune-Finance,
991,992,20.0,105956.0,19.0,HR,Ahmedabad,1.65,16195.0,40,0.09,10595.6,Ahmedabad-HR,High
992,993,64.0,106988.0,10.0,Finance,Mumbai,2.89,27689.0,57,0.5,10698.8,Mumbai-Finance,High
993,994,40.0,65648.0,15.0,HR,Bangalore,3.21,11154.0,57,0.26,6564.8,Bangalore-HR,Medium
994,995,63.0,123537.0,30.0,IT,Mumbai,3.28,39121.0,37,0.72,12353.7,Mumbai-IT,High
995,996,60.0,145991.0,5.0,Finance,Delhi,1.84,29412.0,52,0.19,14599.1,Delhi-Finance,High
996,997,,29516.0,18.0,Finance,Bangalore,3.97,21341.0,58,0.89,2951.6,Bangalore-Finance,Low
997,998,62.0,132863.0,36.0,IT,Delhi,1.1,32018.0,34,0.43,13286.3,Delhi-IT,High
998,999,35.0,135005.0,3.0,Finance,Bangalore,2.42,9145.0,39,0.2,13500.5,Bangalore-Finance,High
999,1000,55.0,22396.0,3.0,HR,Pune,4.12,42262.0,36,0.44,2239.6,Pune-HR,Low
